Number of users: 11

1,0.151706700379
21,0.208596713021
41,0.232616940582
61,0.242730720607
81,0.237673830594
101,0.236409608091
121,0.240202275601
141,0.232616940582
161,0.237673830594
181,0.232616940582
201,0.250316055626
221,0.24399494311
241,0.236409608091
261,0.241466498104
281,0.240202275601
301,0.235145385588
321,0.249051833123
341,0.252844500632
361,0.249051833123
381,0.250316055626
401,0.241466498104
421,0.251580278129
441,0.24399494311
461,0.256637168142
481,0.249051833123
501,0.251580278129
521,0.246523388116
541,0.235145385588
561,0.242730720607
581,0.246523388116
601,0.238938053097
621,0.240202275601
641,0.235145385588
661,0.251580278129
681,0.246523388116
701,0.24399494311
721,0.241466498104
741,0.250316055626
761,0.245259165613
781,0.249051833123
801,0.241466498104
821,0.242730720607
841,0.235145385588
861,0.246523388116
881,0.242730720607
901,0.246523388116
921,0.24399494311
941,0.245259165613
961,0.245259165613
981,0.249051833123
1001,0.249051833123
