hunter5474,0.17771435635184285,0.6489262717255638,0.3499782179605273,-6.48,0.04860368879017529,188.383,0.0819241925364889,0.07334565431960992,0.07661167134138196
hunter5474,0.22036231847403076,0.6716023169890881,0.2778411055400056,-5.779,0.0,82.281,0.27324278656288226,9.935403946994195e-08,0.3456127245750529
hunter5474,0.2216565796094405,0.6594470215063535,0.18660632121571027,-5.266,0.039680150142681725,171.665,0.4710678630158078,2.1568636889422786e-05,0.000579032736704207
hunter5474,0.30578949566201974,0.5997466846075186,0.08071490955994201,-5.34,0.03297862969928633,143.887,0.1953556903105874,1.1368412096637983e-06,0.02338516014514912
hunter5474,0.33704795260181825,0.4447003350194835,0.16017338951297538,-9.835,0.03195862191488258,104.966,0.34306764403382267,0.0005099758389139657,0.9078603159019918
hunter5474,0.3476493265333231,0.7473730130282107,0.09442830972368975,-8.035,0.02948658201766896,180.061,0.40475483879611335,0.1493632070160647,0.0020460498978831987
hunter5474,0.3578858667506859,0.27152749654965724,0.12235135987801143,-8.415,0.04826998986264547,79.975,0.10726254559347077,0.6950031954643083,0.8410857808619758
hunter5474,0.36001892879408004,0.8886353946556858,0.08647578538255304,-4.783,0.06303963361328169,74.644,0.2125645950871361,1.7214357463845913e-07,0.05853445792716506
hunter5474,0.3704379053194636,0.9431062435836647,0.4173071008806074,-4.645,0.04443990285607935,161.044,0.46355293234163014,0.01745080757059578,0.001664084078382309
hunter5474,0.40532756772664735,0.43708334930756476,0.11099141994586878,-8.393,0.0,117.067,0.23202990230978363,0.0028537041926395613,0.0012979553673965645
hunter5474,0.41238235375822285,0.4468945078077377,0.191113685593909,-9.778,0.05237744405815842,112.005,0.2902667053817971,3.0259870539016576e-09,0.04685319837340297
hunter5474,0.4188033056539103,0.8556014886207862,0.1235168421742356,-5.443,0.02975279459780028,152.009,0.7268529096410123,0.09640724381613193,0.009279757512322438
hunter5474,0.4413801337826928,0.4970188810664578,0.10162062369113127,-11.053,0.06709337644443109,189.745,0.434534561374422,7.453519653979779e-06,0.49357371805429656
hunter5474,0.4466997155410941,0.7443470980749094,0.34871091884439637,-8.57,0.0378168278507825,95.189,0.47437670469479315,0.0036657408042129573,0.07087767952524548
