user_id,danceability,energy,liveness,loudness,speechiness,tempo,valence,instrumentalness,acousticness
connor,0.6379205372418773,0.8003762485664534,0.11341793790669664,-12.077,0.05723364924285507,112.055,0.5654855219209047,0.005530381372059469,0.37189413815017214
connor,0.7001674300223963,0.7864496066244507,0.09493147573687785,-4.867,0.0,96.003,0.7095274753583474,1.5833226717147942e-07,0.1370676390846956
connor,0.504531695878464,0.5677692836554129,0.08891508309987678,-8.117,0.027347381856755226,90.042,0.08016557878864937,0.7937736077465286,0.6537746031843552
connor,0.6694127909833895,0.7267084412597077,0.060813843105548236,-5.054,0.03251150214590143,139.989,0.8606891640926646,1.9802233620071863e-05,0.01978365564873279
connor,0.7116699742749302,0.23927536696938503,0.06828238430196866,-13.496,0.031122432602499417,100.133,0.46882621960761467,1.5120694326779678e-05,0.43116230155496965
connor,0.54452205620163,0.6364679705248406,0.17771519974665625,-7.917,0.030449243952476446,88.041,0.4060555636832771,0.07402013063771949,0.2324454233928981
connor,0.25221119497178945,0.2865791275595921,0.10026897311796812,-14.907,0.0380449848897772,147.244,0.17454709076700037,0.8323854361114199,0.9761354671298035
connor,0.37739070233292005,0.568788065026497,0.08381950586963556,-5.702,0.06945195029526308,80.088,0.48942649775361124,1.936104140441239e-10,0.5211309313300466
connor,0.7353904036829437,0.4566961644446588,0.1456908289074278,-10.825,0.0297588232571811,111.003,0.6082008054659087,2.3474009925864783e-08,0.049645389338635
connor,0.6845947983023292,0.6606544195468708,0.10272676936336364,-8.128,0.033104685643443654,117.019,0.2635702072374944,0.017490170329706067,0.048541922273019976
connor,0.7036707137240693,0.41171213259412487,0.10309532153912626,-7.623,0.03321774847775372,138.109,0.6971344194998145,2.8771563697600028e-05,0.8956428995836823
connor,0.5458058168951747,0.42922116972341834,0.09756584699070472,-10.636,0.032092458935968626,141.091,0.2905327664362007,0.4033271272056865,0.7575490200867089
connor,0.32933446900813906,0.8946918969473359,0.2653010733059579,-4.488,0.04854905811360055,160.947,0.6008079547010845,0.7590005172779751,0.361092550801619
connor,0.5879141607919647,0.6134175150654846,0.10735086601434775,-9.656,0.03957394183945012,119.536,0.19597675371559214,0.04215487852666723,0.3688494704136669
connor,0.5002937842654565,0.7885771228236036,0.27152177382874304,-4.631,0.03337667761343188,119.76,0.6494224960656891,6.946734419324325e-08,0.008673814307267078
connor,0.44118802734016765,0.7112215595077069,0.23560848722406694,-4.906,0.03295528522660929,155.289,0.6488219951256474,6.331441849445368e-08,0.06824049875583797
connor,0.5307365126446892,0.765249806731984,0.20929616893677078,-7.844,0.0349153727934689,135.457,0.4595875747791264,0.00031258894903944554,0.00679627138549977
connor,0.6694342550658654,0.38861401353130165,0.09052365498443883,-11.547,0.030596763854674247,130.015,0.6418319931011655,0.1602058459559168,0.6046017133222509
connor,0.413398241574042,0.7071905955555812,0.2932068994628283,-8.65,0.03746992661324916,94.614,0.490073054988629,2.8353381925122858e-06,0.023231372276033273
connor,0.37071295617664757,0.5126577575160892,0.374939146574937,-7.495,0.029399189321450414,100.893,0.5471470818011397,1.3695778993382826e-05,0.570170375735414
connor,0.7513773497752725,0.2276936506488077,0.07290424495658386,-17.085,0.045266756485398296,110.42,0.2158453766048153,0.33470009658802274,0.7328204036720414
connor,0.5072041723721572,0.5172231963190532,0.10352459002889125,-8.843,0.026968040003287175,118.014,0.41921829465072746,0.2753304889033682,0.776191919894737
connor,0.49434763716925734,0.5454123123070334,0.7094460113115562,-7.205,0.032789918885710145,126.338,0.31877867224779033,0.0003269083183677131,0.31218281360558986
connor,0.4829303552963969,0.3425448379472916,0.09931189374897137,-9.283,0.03084585488210484,86.007,0.04426374949432752,0.9653823521635815,0.5175411655333384
connor,0.5174388183624391,0.4512759216152228,0.09906063719893422,-8.877,0.03352256694510325,129.958,0.33417440976683327,0.09630009489440435,0.7852654987503987
connor,0.5010454478207476,0.8519503537700818,0.37834747016684234,-2.812,0.03749969412190546,129.954,0.5565079132195538,6.4534678034932615e-06,0.15018059962506508
connor,0.5380983722418867,0.8895525903540521,0.272370785692251,-2.622,0.04987358967074751,121.03,0.40222704042079094,0.04607121450602717,0.02476591495068302
connor,0.5806475116660705,0.23205467614574143,0.1114689291054269,-9.343,0.03085070571556342,84.861,0.3499264944076818,4.39013281989148e-05,0.7226935616752972
connor,0.6384285858693218,0.8700500187003091,0.1968547654523982,-3.895,0.028175517478308265,89.979,0.8358361219569048,0.00033996052542241927,0.1702877543558748
connor,0.4716536480488812,0.5273115980411125,0.6038350416248595,-6.194,0.029676211098821903,144.192,0.3178581224231817,0.00031780919108367244,0.04943071956531181
connor,0.5438818090603966,0.4359340650031662,0.1411464452652015,-7.23,0.18445978471699764,80.159,0.681857068559596,2.305656786225402e-14,0.857893577711186
connor,0.3888564713545776,0.5324591880270517,0.08977702838113229,-6.18,0.03664969537836443,130.725,0.4361612551344878,2.80398745258403e-05,0.0019591161349004423
connor,0.5417308237774778,0.6652773152208276,0.09338729151378083,-5.213,0.06918435497006958,183.939,0.459139353829902,1.509038049402172e-08,0.18945829091848293
connor,0.7175149543161294,0.7094883618309195,0.17812744800369565,-5.013,0.1392306927364838,104.691,0.6080472143263271,0.0037866956473261238,0.008541970114140566
connor,0.5510721606569057,0.8360962480219987,0.16214860535180095,-4.65,0.047663600764714376,96.986,0.29052824603966443,1.8333991842881052e-06,0.13557317230232172
connor,0.5946248364919757,0.8406885921470125,0.17498171615827002,-7.443,0.03118377968034708,129.992,0.5707238476992059,0.005138653732342592,0.02223011997298035
connor,0.4418010459361281,0.7948986511784607,0.27901982540764897,-6.439,0.04737559950070708,156.02,0.6811159205054103,0.00028429321266305104,0.035589584555947254
connor,0.6778071940132987,0.2749675433543949,0.10658225155446302,-11.383,0.03445348599353926,101.257,0.47988167399157744,0.00017723636700643807,0.6003917995655684
connor,0.4199874005867637,0.6132022852086005,0.09943369263515037,-6.188,0.031731612972968226,77.974,0.10848200229014222,0.0010076302060550478,0.010434671129413401
connor,0.45990813479392584,0.6115878283833921,0.3411095975915331,-5.856,0.039304834256374155,147.751,0.5350553805160675,0.00032042341875915823,0.02091585840905834
connor,0.16517932960236265,0.744182028040338,0.29470124584574947,-5.529,0.0,93.037,0.18107388547822972,0.009684161999583923,0.008514441580639109
connor,0.4748670857678931,0.7059568161111041,0.13071280064061266,-7.861,0.03400650003985467,146.782,0.46154500940487375,0.00013709708177018007,0.5753321271603937
connor,0.43655832495549035,0.6461357467484848,0.7493526544471655,-5.305,0.03734189277783945,119.969,0.3557904181923206,0.029203922132630632,0.026410493769889486
connor,0.5798500297761507,0.665180321188179,0.06953327420903986,-6.775,0.04298625914852028,146.051,0.3369484440707357,0.03152784220017115,0.26449070690442356
connor,0.6004271094698487,0.7702888896645451,0.16765921451661195,-5.209,0.02784782279749437,111.127,0.7642358287932262,0.9501419322433348,0.347921345218876
connor,0.6322868648365102,0.7332880695630855,0.09881559144643859,-6.924,0.02933693669387827,107.056,0.7033938158288462,1.0382892361943014e-05,0.1786138852729664
connor,0.7962967945458603,0.8805332051834237,0.16257543685088705,-4.219,0.03065120855357345,129.066,0.9685706954011744,0.0008672127198425149,0.6642386511654945
connor,0.48197853974222005,0.8082114707705953,0.1280802652347784,-3.1,0.030939742176211427,122.212,0.5343374869526231,0.00019893006380919715,0.020637455354493607
connor,0.5563122472320865,0.894063113757888,0.854194120155506,-5.7,0.048901762392751735,174.036,0.9351309997526412,0.00043079495720158484,0.03240215241279193
connor,0.5139364562906387,0.8808135895302746,0.13865095456324994,-7.154,0.03634047285642722,149.004,0.39657604084937664,0.16004216717761396,0.08700410501524282
connor,0.6236698228445627,0.5730135271777499,0.21218606101384258,-8.214,0.028096208456711402,129.984,0.6418738999426081,0.31176947705801006,0.19819572846594477
connor,0.6058684314394642,0.9469079694392509,0.07997761140984289,-4.254,0.052097210678337336,154.485,0.8107218196601257,0.0001622675800522145,0.019422184152480846
connor,0.5323180238043292,0.7837885697779323,0.1421015211745438,-4.889,0.053209886224086955,141.992,0.2070916481656003,0.06521787088607053,0.0013925425935192655
connor,0.4248483720343458,0.47918074804829425,0.18230781334709154,-8.329,0.034661302831483276,118.007,0.5323217571685445,6.7710883527012045e-09,0.455118538570258
connor,0.5239231224643389,0.8380411258385542,0.1465249131242769,-5.055,0.04577989995281484,90.993,0.7671108205327942,0.06244897920788865,0.02615635515838181
connor,0.7636573413796899,0.7276864296775938,0.1109601473965927,-6.56,0.04838512118996058,100.021,0.3397959069040134,2.2906077355167018e-05,0.5508982923113309
connor,0.25523767158795746,0.9236392713393092,0.1428149873264216,-5.903,0.29609508080870633,189.441,0.31836304322201725,1.0895692787051825e-05,0.4709716903486766
connor,0.5483508231798023,0.7857681850989827,0.261421098102921,-7.421,0.028444257518432547,140.352,0.46736236429405636,0.01970970802716984,0.860528259476542
connor,0.612534826940093,0.6610977159306779,0.09760845464666441,-4.984,0.02634266122151524,110.978,0.49728446030610357,6.313554929536095e-08,0.006523266470741015
connor,0.5790283139156195,0.5535141105263455,0.10085972222482313,-7.08,0.05874794392803884,185.183,0.831016814388029,0.022068427238684876,0.017463728660680054
